sample-id	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Family	Order	Life_trait	Instrument	Isolation_source	lat_lon	lat_dec	lon_dec	Library Name	LibraryLayout	LibrarySelection	Region	LibrarySource	misc_param	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Altitude (m)	Ann_mean_temp	Ann_mean_precip	Precip_Rainy	Precip_Dry	Main_Text	pH	C (%)	N (ug g-1)	P (ug g-1)	K (ug g-1)	EC (mS/m)	Strategy	Soils	Sand (%)	Silt (%)	Clay (%)	Texture	Density (kg/dm3)	Gravel (%)	Organic_C (%w)	CEC_clay  (cmol/kg)	CEC_soil (cmol/kg)	Saturation (%)	TEB (cmol/kg)	CaCO (%w)	Gypsum (%w)	Sodicity (%)
SRR8365853	OTHER	558	56239707	PRJNA511384	SAMN10639375	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	32379065	CENTRE OF BIOTECHNOLOGY OF BORJ CEDRIA (TUNISIA)	01/04/2015	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	agricultural field	Rhizosphere	Soil	SRX5176214	Tunisia	Afroeurasia	Tunisia:Sidi Bouzid	Opuntia ficus-indica	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Root of Opuntia ficus indica 11	35.17 N 9.27 E	35.17	9.27	R11_S80_Upper_Arid_SB_2_Root_Spineless	PAIRED	PCR	v3/v4	METAGENOMIC	biological replicate 2	plant metagenome	ILLUMINA	martes, 9 de junio de 2020	R11_S80_Upper_Arid_SB_2_Root_Spineless	SRP174342	400	19.49583	262	81	31	na	8.19	1.21	0.51	2.15	170.45	6.75	Xerophyte	FL	46	33	21	loam	1.39	19	0.65	49	13	89	11.2	0.4	0.2	2
SRR8365854	OTHER	574	33972832	PRJNA511384	SAMN10639374	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	19655356	CENTRE OF BIOTECHNOLOGY OF BORJ CEDRIA (TUNISIA)	01/04/2015	public	fastq,sra	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.US	agricultural field	Rhizosphere	Soil	SRX5176209	Tunisia	Afroeurasia	Tunisia:Sidi Bouzid	Opuntia ficus-indica	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Root of Opuntia ficus indica 10	35.31 N 9.21 E	35.31	9.21	R10_S79_Upper_Arid_SB_1_Root_Spineless	PAIRED	PCR	v3/v4	METAGENOMIC	biological replicate 1	plant metagenome	ILLUMINA	martes, 9 de junio de 2020	R10_S79_Upper_Arid_SB_1_Root_Spineless	SRP174342	564	18.40417	297	90	36	na	7.99	0.95	0.65	1.88	163.68	7.45	Xerophyte	FL	46	33	21	loam	1.39	19	0.65	49	13	89	11.2	0.4	0.2	2
SRR8365855	OTHER	553	61925671	PRJNA511384	SAMN10639367	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	35895190	CENTRE OF BIOTECHNOLOGY OF BORJ CEDRIA (TUNISIA)	01/04/2015	public	fastq,sra	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	agricultural field	Rhizosphere	Soil	SRX5176208	Tunisia	Afroeurasia	Tunisia:Kairouan	Opuntia ficus-indica	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Root of Opuntia ficus indica 3	35.4 N 10 E	35.4	10	R3_S73_Upper_Arid_KA_3_Root_Spineless	PAIRED	PCR	v3/v4	METAGENOMIC	biological replicate 3	plant metagenome	ILLUMINA	martes, 9 de junio de 2020	R3_S73_Upper_Arid_KA_3_Root_Spineless	SRP174342	123	19.67083	268	100	22	na	6.61	0.47	0.52	3.48	88.29	1.75	Xerophyte	RG	57	28	15	sandy loam	1.34	9	0.2	64	10	100	10.3	8.5	0.9	3
SRR8365856	OTHER	595	10549370	PRJNA511384	SAMN10639369	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	6348081	CENTRE OF BIOTECHNOLOGY OF BORJ CEDRIA (TUNISIA)	01/04/2015	public	sra,fastq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	agricultural field	Rhizosphere	Soil	SRX5176206	Tunisia	Afroeurasia	Tunisia:Kasserin	Opuntia ficus-indica	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Root of Opuntia ficus indica 5	35.21 N 8.47 E	35.21	8.47	R5_S28_Upper_Arid_KS_2_Root_Spineless	PAIRED	PCR	v3/v4	METAGENOMIC	biological replicate 2	plant metagenome	ILLUMINA	martes, 9 de junio de 2020	R5_S28_Upper_Arid_KS_2_Root_Spineless	SRP174342	1164	14.39583	391	126	60	na	7.82	1.69	1.56	1.14	79.09	13	Xerophyte	RG	57	28	15	sandy loam	1.34	9	0.2	64	10	100	10.3	8.5	0.9	3
SRR8365867	OTHER	525	65066671	PRJNA511384	SAMN10639370	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	37392348	CENTRE OF BIOTECHNOLOGY OF BORJ CEDRIA (TUNISIA)	01/04/2015	public	fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	agricultural field	Rhizosphere	Soil	SRX5176205	Tunisia	Afroeurasia	Tunisia:Kasserin	Opuntia ficus-indica	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Root of Opuntia ficus indica 6	35.22 N 8.46 E	35.22	8.46	R6_S75_Upper_Arid_KS_3_Root_Spineless	PAIRED	PCR	v3/v4	METAGENOMIC	biological replicate 3	plant metagenome	ILLUMINA	martes, 9 de junio de 2020	R6_S75_Upper_Arid_KS_3_Root_Spineless	SRP174342	1130	14.55417	391	126	60	na	7.61	0.54	0.7	1.21	50.75	4.3	Xerophyte	RG	57	28	15	sandy loam	1.34	9	0.2	64	10	100	10.3	8.5	0.9	3
SRR8365868	OTHER	502	49682969	PRJNA511384	SAMN10639368	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	28741682	CENTRE OF BIOTECHNOLOGY OF BORJ CEDRIA (TUNISIA)	01/04/2015	public	fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	agricultural field	Rhizosphere	Soil	SRX5176207	Tunisia	Afroeurasia	Tunisia:Kasserin	Opuntia ficus-indica	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Root of Opuntia ficus indica 4	35.21 N 8.48 E	35.21	8.48	R4_S74_Upper_Arid_KS_1_Root_Spineless	PAIRED	PCR	v3/v4	METAGENOMIC	biological replicate 1	plant metagenome	ILLUMINA	martes, 9 de junio de 2020	R4_S74_Upper_Arid_KS_1_Root_Spineless	SRP174342	1137	14.52083	384	125	59	na	5.74	0.6	1.41	1.49	91.52	5.1	Xerophyte	RG	57	28	15	sandy loam	1.34	9	0.2	64	10	100	10.3	8.5	0.9	3
SRR3108988	AMPLICON	502	31262050	PRJNA308956	SAMN04418144	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	16348302	USDA-ARS	10/10/2012	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	desert	Rhizosphere	Soil	SRX1537298	Mexico	North America	Mexico: Las Animas	Opuntia robusta	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Xerophyte Rhizosphere	21.05 N 100.17 W	21.05	-100.17	28859	PAIRED	PCR	v4	METAGENOMIC	MG-1-RHIZO-SUM-or_16S_1	rhizosphere metagenome	ILLUMINA	lunes, 25 de enero de 2016	MG-1-RHIZO-SUM-or_16S	SRP068631	2175	18.3	485	355	130	Sandy loam	5.79	3.97	8.76	18.11	64.35	10	Xerophyte	PH	25	35	40	light clay	1.18	4	2.74	21	18	90	16.2	0.2	0.1	1
SRR3108989	AMPLICON	502	38187642	PRJNA308956	SAMN04418145	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	20207609	USDA-ARS	12/10/2012	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	desert	Rhizosphere	Soil	SRX1537299	Mexico	North America	Mexico: El Jaral	Opuntia robusta	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Xerophyte Rhizosphere	21.10 N 101.02 W	21.1	-101.02	28861	PAIRED	PCR	v4	METAGENOMIC	SF-1-RHIZO-SUM-or_16S_1	rhizosphere metagenome	ILLUMINA	lunes, 25 de enero de 2016	SF-1-RHIZO-SUM-or_16S	SRP068631	2089	17	204.5	136.5	68	Sandy loam	6.25	0.71	12.65	4.53	251.7	10	Xerophyte	CL	78	15	7	loam	1.53	28	0.26	8.3	6	100	6	8.4	0.1	3
SRR3108991	AMPLICON	502	32745460	PRJNA308956	SAMN04418147	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	16854918	USDA-ARS	04/06/2012	public	fastq,sra	gs,s3,ncbi	ncbi.public,gs.US,s3.us-east-1	desert	Rhizosphere	Soil	SRX1537301	Mexico	North America	Mexico: Las Animas	Opuntia robusta	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Xerophyte Rhizosphere	21.05 N 100.17 W	21.05	-100.17	28873	PAIRED	PCR	v4	METAGENOMIC	MG-1-RHIZO-SPR-or_16S_1	rhizosphere metagenome	ILLUMINA	lunes, 25 de enero de 2016	MG-1-RHIZO-SPR-or_16S	SRP068631	2175	18.3	485	355	130	Sandy loam	5.79	3.97	8.76	18.11	64.35	10	Xerophyte	PH	25	35	40	light clay	1.18	4	2.74	21	18	90	16.2	0.2	0.1	1
SRR3108994	AMPLICON	502	31485440	PRJNA308956	SAMN04418150	MIMARKS.survey,MIGS/MIMS/MIMARKS.plant-associated	17140135	USDA-ARS	30/05/2012	public	fastq,sra	ncbi,gs,s3	ncbi.public,gs.US,s3.us-east-1	desert	Rhizosphere	Soil	SRX1537304	Mexico	North America	Mexico: El Jaral	Opuntia robusta	Cactaceae	Caryophyllales	Perennial	Illumina MiSeq	Xerophyte Rhizosphere	21.10 N 101.02 W	21.1	-101.02	28895	PAIRED	PCR	v4	METAGENOMIC	SF-1-RHIZO-SPR-or_16S_1	rhizosphere metagenome	ILLUMINA	lunes, 25 de enero de 2016	SF-1-RHIZO-SPR-or_16S	SRP068631	2089	17	204.5	136.5	68	Sandy loam	6.25	0.71	12.65	4.53	251.7	10	Xerophyte	CL	78	15	7	loam	1.53	28	0.26	8.3	6	100	6	8.4	0.1	3
SRR9660299	AMPLICON	498	28114116	PRJNA553550	SAMN12238111	Metagenome or environmental	16084493	BRIGHAM YOUNG UNIVERSITY	01/09/2017	public	fastq,sra	ncbi,gs,s3	s3.us-east-1,gs.US,ncbi.public	desert	Rhizosphere	Soil	SRX6421272	USA	North America	USA: Utah	Salicornia rubra	Amaranthaceae	Caryophyllales	Perennial	Illumina HiSeq 2500	Xerophyte Rhizosphere	39.9517 N 111.9008 W	39.9517	-111.9008	halomicrobiome 2	PAIRED	PCR	v3/v4	METAGENOMIC	halomicrobiome 2	rhizosphere metagenome	ILLUMINA	lunes, 8 de julio de 2019	Rhizosphere	SRP213895	1387	10.29167	302	92	60	Utah	7.8	na	na	na	na	70	Halophyte	RG	43	35	22	loam	1.4	17	0.77	40	17	100	31.1	15	0	2
SRR9660300	AMPLICON	498	48335267	PRJNA553550	SAMN12238110	Metagenome or environmental	27419926	BRIGHAM YOUNG UNIVERSITY	01/06/2017	public	sra,fastq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.US	desert	Rhizosphere	Soil	SRX6421271	USA	North America	USA: Utah	Salicornia rubra	Amaranthaceae	Caryophyllales	Perennial	Illumina HiSeq 2500	Xerophyte Rhizosphere	39.9517 N 111.9008 W	39.9517	-111.9008	halomicrobiome 1	PAIRED	PCR	v3/v4	METAGENOMIC	halomicrobiome 1	rhizosphere metagenome	ILLUMINA	lunes, 8 de julio de 2019	Rhizosphere	SRP213895	1387	10.29167	302	92	60	Utah	7.56	na	na	na	na	16	Halophyte	RG	43	35	22	loam	1.4	17	0.77	40	17	100	31.1	15	0	2
SRR14654853	AMPLICON	465	600982	PRJNA309754	SAMN04419092	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	1406641	FORMAN CHRISTIAN COLLEGE	23/01/2015	public	sff,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Salt Mines	Rhizosphere	soil	SRX10993390	Pakistan	Afroeurasia	Pakistan: Khewran	Salsola stocksii	Chenopodiaceae	Caryophyllales	Deciduous	454 GS FLX Titanium	Highly saline soil	73.01 N 32.38 E	32.38	73.01	soil microbiome10	SINGLE	PCR	v3/v4	METAGENOMIC	Salsola stocksii2	rhizosphere metagenome	LS454	miércoles, 26 de mayo de 2021	Salsola stocksii2	SRP321293	200	23.39167	424	256	21	Sandy loam	8.46	37.55	16.11	3.82	0.62	4.99	Halophyte	CL	40	37	23	loam	1.31	4	0.56	93	18	100	33.2	9	0.4	3
SRR14654854	AMPLICON	464	517790	PRJNA309754	SAMN04419091	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	1216511	FORMAN CHRISTIAN COLLEGE	23/01/2015	public	sff,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Salt Mines	Rhizosphere	soil	SRX10993389	Pakistan	Afroeurasia	Pakistan: Khewran	Salsola stocksii	Chenopodiaceae	Caryophyllales	Deciduous	454 GS FLX Titanium	Highly saline soil	73.02 N 32.32 E	32.32	73.02	soil microbiome9	SINGLE	PCR	v3/v4	METAGENOMIC	Salsola stocksii1	rhizosphere metagenome	LS454	miércoles, 26 de mayo de 2021	Salsola stocksii1	SRP321293	198	23.45833	420	255	21	Sandy loam	8.46	37.55	16.11	3.82	0.62	4.99	Halophyte	CL	40	37	23	loam	1.31	4	0.56	93	18	100	33.2	9	0.4	3
SRR14654874	AMPLICON	464	628120	PRJNA309754	SAMN04419094	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	1468036	FORMAN CHRISTIAN COLLEGE	23/01/2015	public	sff,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Salt Mines	Rhizosphere	soil	SRX10993369	Pakistan	Afroeurasia	Pakistan: Khewran	Salsola stocksii	Chenopodiaceae	Caryophyllales	Deciduous	454 GS FLX Titanium	Highly saline soil	73.04 N 32.35 E	32.35	73.04	soil microbiome12	SINGLE	PCR	v3/v4	METAGENOMIC	Salsola stocksii4	rhizosphere metagenome	LS454	miércoles, 26 de mayo de 2021	Salsola stocksii4	SRP321293	200	23.39167	421	256	21	Sandy loam	8.46	37.55	16.11	3.82	0.62	4.99	Halophyte	CL	40	37	23	loam	1.31	4	0.56	93	18	100	33.2	9	0.4	3
SRR14654875	AMPLICON	464	574460	PRJNA309754	SAMN04419093	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	1348810	FORMAN CHRISTIAN COLLEGE	23/01/2015	public	sff,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Salt Mines	Rhizosphere	soil	SRX10993368	Pakistan	Afroeurasia	Pakistan: Khewran	Salsola stocksii	Chenopodiaceae	Caryophyllales	Deciduous	454 GS FLX Titanium	Highly saline soil	73.07 N 32.33 E	32.33	73.07	soil microbiome11	SINGLE	PCR	v3/v4	METAGENOMIC	Salsola stocksii3	rhizosphere metagenome	LS454	miércoles, 26 de mayo de 2021	Salsola stocksii3	SRP321293	201	23.37083	428	260	21	Sandy loam	8.46	37.55	16.11	3.82	0.62	4.99	Halophyte	CL	40	37	23	loam	1.31	4	0.56	93	18	100	33.2	9	0.4	3
SRR9660296	AMPLICON	498	33380084	PRJNA553550	SAMN12238114	Metagenome or environmental	18928612	BRIGHAM YOUNG UNIVERSITY	01/09/2017	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	desert	Rhizosphere	Soil	SRX6421275	USA	North America	USA: Utah	Sarcocornia utahensis	Amaranthaceae	Caryophyllales	Deciduous	Illumina HiSeq 2500	Xerophyte Rhizosphere	39.9517 N 111.9008 W	39.9517	-111.9008	halomicrobiome 5	PAIRED	PCR	v3/v4	METAGENOMIC	halomicrobiome 5	rhizosphere metagenome	ILLUMINA	lunes, 8 de julio de 2019	Rhizosphere	SRP213895	1387	10.29167	302	92	60	Utah	7.8	na	na	na	na	70	Halophyte	RG	43	35	22	loam	1.4	17	0.77	40	17	100	31.1	15	0	2
SRR9660297	AMPLICON	498	49196378	PRJNA553550	SAMN12238113	Metagenome or environmental	27601431	BRIGHAM YOUNG UNIVERSITY	15/06/2017	public	sra,fastq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	desert	Rhizosphere	Soil	SRX6421274	USA	North America	USA: Utah	Sarcocornia utahensis	Amaranthaceae	Caryophyllales	Deciduous	Illumina HiSeq 2500	Xerophyte Rhizosphere	39.9517 N 111.9008 W	39.9517	-111.9008	halomicrobiome 4	PAIRED	PCR	v3/v4	METAGENOMIC	halomicrobiome 4	rhizosphere metagenome	ILLUMINA	lunes, 8 de julio de 2019	Rhizosphere	SRP213895	1387	10.29167	302	92	60	Utah	7.74	na	na	na	na	18	Halophyte	RG	43	35	22	loam	1.4	17	0.77	40	17	100	31.1	15	0	2
SRR9660298	AMPLICON	498	43073175	PRJNA553550	SAMN12238112	Metagenome or environmental	24179051	BRIGHAM YOUNG UNIVERSITY	01/06/2017	public	sra,fastq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	desert	Rhizosphere	Soil	SRX6421273	USA	North America	USA: Utah	Sarcocornia utahensis	Amaranthaceae	Caryophyllales	Deciduous	Illumina HiSeq 2500	Xerophyte Rhizosphere	39.9517 N 111.9008 W	39.9517	-111.9008	halomicrobiome 3	PAIRED	PCR	v3/v4	METAGENOMIC	halomicrobiome 3	rhizosphere metagenome	ILLUMINA	lunes, 8 de julio de 2019	Rhizosphere	SRP213895	1387	10.29167	302	92	60	Utah	7.74	na	na	na	na	18	Halophyte	RG	43	35	22	loam	1.4	17	0.77	40	17	100	31.1	15	0	2
SRR14654859	AMPLICON	463	688565	PRJNA309754	SAMN04419086	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	1600559	FORMAN CHRISTIAN COLLEGE	12/11/2014	public	sff,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	agricultural field	Rhizosphere	soil	SRX10993384	Pakistan	Afroeurasia	Pakistan: Khewran	Urochloa mutica	Poaceae	Poales	Perennial	454 GS FLX Titanium	Moderately saline soil	73.05 N 31.41 E	31.41	73.05	soil microbiome4	SINGLE	PCR	v3/v4	METAGENOMIC	Urochloa mutica4	rhizosphere metagenome	LS454	miércoles, 26 de mayo de 2021	Urochloa mutica4	SRP321293	185	24.18333	362	234	17	Silty loam	8.05	35.31	12.56	2.91	0.53	4.14	Halophyte	CL	39	37	24	loam	1.46	20	0.37	45	15	100	24	26	0.1	8
SRR14654865	AMPLICON	464	612175	PRJNA309754	SAMN04419085	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	1433288	FORMAN CHRISTIAN COLLEGE	12/11/2014	public	sff,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	agricultural field	Rhizosphere	soil	SRX10993378	Pakistan	Afroeurasia	Pakistan: Khewran	Urochloa mutica	Poaceae	Poales	Perennial	454 GS FLX Titanium	Moderately saline soil	73.09 N 31.48 E	31.48	73.09	soil microbiome3	SINGLE	PCR	v3/v4	METAGENOMIC	Urochloa mutica3	rhizosphere metagenome	LS454	miércoles, 26 de mayo de 2021	Urochloa mutica3	SRP321293	184	23.94167	366	236	17	Silty loam	8.05	35.31	12.56	2.91	0.53	4.14	Halophyte	CL	39	37	24	loam	1.46	20	0.37	45	15	100	24	26	0.1	8
SRR14654876	AMPLICON	461	956719	PRJNA309754	SAMN04419084	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	2217760	FORMAN CHRISTIAN COLLEGE	12/11/2014	public	sff,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	agricultural field	Rhizosphere	soil	SRX10993367	Pakistan	Afroeurasia	Pakistan: Khewran	Urochloa mutica	Poaceae	Poales	Perennial	454 GS FLX Titanium	Moderately saline soil	73.01 N 31.40 E	31.4	73.01	soil microbiome2	SINGLE	PCR	v3/v4	METAGENOMIC	Urochloa mutica2	rhizosphere metagenome	LS454	miércoles, 26 de mayo de 2021	Urochloa mutica2	SRP321293	179	23.88333	359	233	16	Silty loam	8.05	35.31	12.56	2.91	0.53	4.14	Halophyte	CL	39	37	24	loam	1.46	20	0.37	45	15	100	24	26	0.1	8
SRR14654877	AMPLICON	464	540212	PRJNA309754	SAMN04419083	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	1266756	FORMAN CHRISTIAN COLLEGE	12/11/2014	public	sff,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	agricultural field	Rhizosphere	soil	SRX10993366	Pakistan	Afroeurasia	Pakistan: Khewran	Urochloa mutica	Poaceae	Poales	Perennial	454 GS FLX Titanium	Moderately saline soil	73.07 N 31.42 E	31.42	73.07	soil microbiome1	SINGLE	PCR	v3/v4	METAGENOMIC	Urochloa mutica1	rhizosphere metagenome	LS454	miércoles, 26 de mayo de 2021	Urochloa mutica1	SRP321293	186	24.2375	361	234	16	Silty loam	8.05	35.31	12.56	2.91	0.53	4.14	Halophyte	CL	39	37	24	loam	1.46	20	0.37	45	15	100	24	26	0.1	8
SRR7527036	AMPLICON	602	96409096	PRJNA481151	SAMN09661544	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	65330629	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395428	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Y17	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae RSH biological replicate 3	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y17	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527041	AMPLICON	602	99371538	PRJNA481151	SAMN09661536	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	68261104	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395423	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	W16	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola RSH biological replicate 2	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W16	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527043	AMPLICON	602	94264170	PRJNA481151	SAMN09661542	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	63960757	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395421	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Y15	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae RSH biological replicate 1	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y15	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527045	AMPLICON	602	131987296	PRJNA481151	SAMN09661540	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	89057926	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395419	Namibia	Africa	Namibia	Stipagrostis sabulicola	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	W20	PAIRED	PCR	v3/v4	METAGENOMIC	S. sabulicola RSH biological replicate 6	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	W20	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527049	AMPLICON	602	117537490	PRJNA481151	SAMN09661568	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	74165221	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395415	Namibia	Africa	Namibia	Stipagrostis seelyae	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Y14	PAIRED	PCR	v3/v4	METAGENOMIC	S. seelyae Outer RSP biological replicate 7	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Y14	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527051	AMPLICON	602	43398180	PRJNA481151	SAMN09661553	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	26540208	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395413	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Z20	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa RSH biological replicate 5	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z20	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527052	AMPLICON	602	51992934	PRJNA481151	SAMN09661554	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	31408765	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395412	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Rhizosheath	23.73 S 15.77 E	-23.73	15.77	Z21	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa RSH biological replicate 6	root metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z21	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
SRR7527054	AMPLICON	602	58625770	PRJNA481151	SAMN09661574	MIMS.me,MIGS/MIMS/MIMARKS.plant-associated	37224842	KAUST	01/04/2017	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	Sandy desert	Dune	Root system	SRX4395410	Namibia	Africa	Namibia	Cladoraphis spinosa	Poaceae	Poales	Perennial	Illumina MiSeq	Outer Rhizosphere	23.73 S 15.77 E	-23.73	15.77	Z13	PAIRED	PCR	v3/v4	METAGENOMIC	C. spinosa Outer RSP biological replicate 6	rhizosphere metagenome	ILLUMINA	jueves, 21 de marzo de 2019	Z13	SRP153940	923	19.83333	102	77	2	Sandy loam	7.43	na	2.49	0.24	6.4	0.001234	Xerophyte	RG	81	14	5	loamy sand	1.68	10	0.14	62	4	100	4	3	0.1	2
